,index,minute,second,player.id,player.name,location,shot.type.id,shot.type.name,shot.body_part.id,shot.body_part.name,shot.technique.id,shot.technique.name,shot.first_time,shot.freeze_frame,shot.outcome.id,shot.outcome.name,shot.end_location,under_pressure,season
1030,2406,54,31,5503.0,Lionel Andrés Messi Cuccittini,"[95.7, 37.9]",87.0,Open Play,38.0,Left Foot,93.0,Normal,,"[{'location': [99.0, 38.9], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 33.7], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.4, 38.7], 'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 35.2], 'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.7, 37.9], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.5, 26.1], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.7, 34.4], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.8, 37.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.4, 50.6], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.2, 39.9], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 41.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.3, 41.8], 'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.4, 42.3], 'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.1, 30.9], 'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.6, 46.1], 'player': {'id': 6660, 'name': 'Enric Saborit Teixidor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 38.6], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 42.6], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 41.8], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",96.0,Blocked,"[98.8, 38.5]",False,1718
1031,2547,57,4,3501.0,Philippe Coutinho Correia,"[105.4, 27.4]",87.0,Open Play,40.0,Right Foot,93.0,Normal,,"[{'location': [91.7, 21.8], 'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.8, 27.5], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 24.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [86.2, 16.8], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.7, 42.4], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.9, 43.1], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.4, 35.2], 'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.2, 35.5], 'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 44.5], 'player': {'id': 6660, 'name': 'Enric Saborit Teixidor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.4, 28.7], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 26.3], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 38.8], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 37.2], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.4, 23.8], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [88.1, 44.1], 'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",100.0,Saved,"[117.7, 37.4, 0.2]",True,1718
1032,3575,80,42,5503.0,Lionel Andrés Messi Cuccittini,"[100.9, 48.8]",87.0,Open Play,38.0,Left Foot,93.0,Normal,,"[{'location': [94.2, 33.1], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.3, 44.4], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.5, 38.4], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.0, 41.7], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.4, 46.5], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 49.8], 'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.7, 51.9], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.2, 53.3], 'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 42.5], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 37.0], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 32.8], 'player': {'id': 6660, 'name': 'Enric Saborit Teixidor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 41.4], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 37.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.3, 27.6], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.6, 32.8], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.8, 39.8], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.0, 60.8], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",100.0,Saved,"[118.2, 41.5, 0.4]",False,1718
1033,3821,87,23,5503.0,Lionel Andrés Messi Cuccittini,"[107.2, 26.3]",87.0,Open Play,38.0,Left Foot,93.0,Normal,,"[{'location': [118.2, 37.4], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 36.7], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.8, 32.7], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.6, 39.1], 'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 49.5], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.7, 39.9], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.1, 38.6], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.1, 42.5], 'player': {'id': 6660, 'name': 'Enric Saborit Teixidor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 34.8], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 27.6], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 26.3], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.4, 21.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.5, 33.2], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",98.0,Off T,"[120.0, 48.9, 0.2]",True,1718
1034,136,2,26,5246.0,Luis Alberto Suárez Díaz,"[110.3, 23.7]",87.0,Open Play,38.0,Left Foot,93.0,Normal,,"[{'location': [97.1, 42.6], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.9, 50.7], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.3, 38.4], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.9, 32.7], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.2, 39.5], 'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.8, 36.9], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 33.6], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 28.1], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.4, 24.2], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.4, 44.0], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.4, 32.9], 'player': {'id': 5737, 'name': 'Steven N""Kemboanza Mike Christopher Nzonzi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 24.6], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",100.0,Saved,"[118.8, 35.9, 0.3]",True,1718
1035,342,6,36,5216.0,Andrés Iniesta Luján,"[86.6, 22.4]",87.0,Open Play,38.0,Left Foot,91.0,Half Volley,,"[{'location': [86.2, 13.8], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 26.3], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 54.7], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 25.5], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.1, 24.3], 'player': {'id': 5737, 'name': 'Steven N""Kemboanza Mike Christopher Nzonzi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [75.7, 39.3], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [75.0, 40.5], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [79.5, 60.7], 'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [70.7, 27.4], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [69.9, 23.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [77.7, 14.8], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.4, 14.2], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.6, 43.9], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",98.0,Off T,"[120.0, 35.5, 0.9]",False,1718
1036,458,8,43,5246.0,Luis Alberto Suárez Díaz,"[107.0, 33.1]",87.0,Open Play,38.0,Left Foot,93.0,Normal,True,"[{'location': [100.5, 42.3], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 34.3], 'player': {'id': 5737, 'name': 'Steven N""Kemboanza Mike Christopher Nzonzi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 36.2], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 36.3], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 42.9], 'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 51.2], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 37.7], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 24.5], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 27.8], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.7, 20.5], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.1, 55.4], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.0, 49.6], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.2, 36.4], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",98.0,Off T,"[120.0, 46.0, 0.9]",True,1718
1037,830,17,31,3501.0,Philippe Coutinho Correia,"[89.0, 23.0]",87.0,Open Play,40.0,Right Foot,93.0,Normal,,"[{'location': [94.9, 50.8], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.9, 66.2], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.1, 50.3], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.4, 38.8], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 49.7], 'player': {'id': 5737, 'name': 'Steven N""Kemboanza Mike Christopher Nzonzi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.4, 60.1], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.5, 43.6], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 33.1], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 35.3], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.3, 51.9], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [92.1, 28.2], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 23.2], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 24.7], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.8, 10.8], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.9, 29.1], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [81.6, 33.1], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [102.0, 49.3], 'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",100.0,Saved,"[118.0, 37.0, 0.9]",False,1718
1038,948,19,55,5211.0,Jordi Alba Ramos,"[90.7, 33.5]",87.0,Open Play,38.0,Left Foot,91.0,Half Volley,,"[{'location': [93.9, 33.8], 'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.7, 48.2], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.5, 43.9], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.8, 37.6], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.4, 30.9], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.8, 23.3], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [107.4, 11.0], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.1, 33.7], 'player': {'id': 5737, 'name': 'Steven N""Kemboanza Mike Christopher Nzonzi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 35.2], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 26.6], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.1, 30.5], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 44.5], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.2, 49.2], 'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 39.6], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 32.5], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 41.7], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.6, 38.6], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",96.0,Blocked,"[93.5, 33.9]",False,1718
1039,1068,23,22,5492.0,Samuel Yves Umtiti,"[107.4, 38.1]",87.0,Open Play,37.0,Head,93.0,Normal,,"[{'location': [89.3, 57.5], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.1, 41.5], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.4, 46.5], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [106.5, 34.4], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.1, 41.5], 'player': {'id': 5737, 'name': 'Steven N""Kemboanza Mike Christopher Nzonzi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 65.3], 'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.9, 43.1], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 45.6], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 42.6], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.3, 38.3], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 34.7], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 39.3], 'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.5, 34.2], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.1, 46.4], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.1, 30.8], 'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 30.1], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",101.0,Wayward,"[111.4, 30.5]",True,1718
