,index,minute,second,player.id,player.name,location,shot.type.id,shot.type.name,shot.body_part.id,shot.body_part.name,shot.technique.id,shot.technique.name,shot.first_time,shot.freeze_frame,shot.outcome.id,shot.outcome.name,shot.end_location,under_pressure,season
171,900,20,48,5503.0,Lionel Andrés Messi Cuccittini,"[111.9, 35.5]",87.0,Open Play,37.0,Head,93.0,Normal,,"[{'location': [88.8, 55.1], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.8, 42.1], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 29.8], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 36.2], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 43.3], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.7, 46.2], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 49.9], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 56.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.6, 22.7], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.3, 38.9], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",100.0,Saved,"[119.1, 38.7, 1.9]",True,1819
172,998,22,31,5503.0,Lionel Andrés Messi Cuccittini,"[94.7, 35.6]",87.0,Open Play,38.0,Left Foot,93.0,Normal,,"[{'location': [117.4, 40.0], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.0, 31.2], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.9, 48.4], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.4, 55.0], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [82.4, 55.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.3, 29.4], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.7, 31.6], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 34.7], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.0, 50.1], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.7, 42.2], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.7, 47.4], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 24.5], 'player': {'id': 11673, 'name': 'Alejandro Gallar Falguera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.1, 35.9], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.8, 50.2], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",96.0,Blocked,"[96.4, 35.9]",True,1819
173,1049,23,34,3501.0,Philippe Coutinho Correia,"[96.3, 39.6]",87.0,Open Play,40.0,Right Foot,93.0,Normal,,"[{'location': [97.0, 35.7], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.5, 33.7], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 38.8], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 41.0], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 47.9], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 28.8], 'player': {'id': 11673, 'name': 'Alejandro Gallar Falguera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.9, 40.4], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 52.8], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.2, 44.6], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.9, 45.8], 'player': {'id': 11672, 'name': 'Samuele Longo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.7, 29.6], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.8, 15.5], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.2, 41.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [111.6, 43.9], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 55.5], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.3, 50.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.2, 56.4], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",96.0,Blocked,"[99.1, 40.2]",False,1819
174,1226,27,52,6379.0,Sergi Roberto Carnicer,"[117.1, 51.5]",87.0,Open Play,40.0,Right Foot,93.0,Normal,,"[{'location': [118.0, 48.7], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.7, 39.9], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.1, 50.1], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 43.6], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 33.2], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 26.5], 'player': {'id': 11673, 'name': 'Alejandro Gallar Falguera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.2, 41.0], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.4, 52.8], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.5, 58.9], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.6, 42.5], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.1, 31.0], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.6, 22.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.3, 31.7], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.3, 53.4], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.2, 63.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",100.0,Saved,"[118.0, 48.7, 0.5]",False,1819
175,1242,28,17,5477.0,Ousmane Dembélé,"[103.9, 51.7]",87.0,Open Play,38.0,Left Foot,93.0,Normal,,"[{'location': [110.6, 36.8], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.3, 38.1], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.5, 39.6], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 33.4], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 40.5], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 49.6], 'player': {'id': 11672, 'name': 'Samuele Longo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.2, 43.1], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 53.8], 'player': {'id': 11671, 'name': 'Juan Camilo Hernández Suárez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.6, 44.7], 'player': {'id': 11673, 'name': 'Alejandro Gallar Falguera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.2, 58.2], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.3, 42.2], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 37.6], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.3, 41.3], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.9, 35.2], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.7, 33.8], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.4, 42.9], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.2, 33.3], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.2, 62.3], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.0, 54.9], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",99.0,Post,"[120.0, 36.8, 2.8]",False,1819
176,1457,34,46,5503.0,Lionel Andrés Messi Cuccittini,"[89.1, 46.9]",62.0,Free Kick,38.0,Left Foot,93.0,Normal,,"[{'location': [96.1, 36.2], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.5, 25.3], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.1, 43.1], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 42.5], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.4, 42.1], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.3, 35.6], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.4, 39.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.3, 39.1], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.8, 46.5], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.8, 45.6], 'player': {'id': 11672, 'name': 'Samuele Longo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.7, 44.9], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.7, 44.0], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.1, 34.7], 'player': {'id': 11673, 'name': 'Alejandro Gallar Falguera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.5, 40.9], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 43.7], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 37.7], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 32.0], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",98.0,Off T,"[120.0, 42.8, 3.6]",False,1819
177,1596,38,1,5503.0,Lionel Andrés Messi Cuccittini,"[112.0, 54.9]",87.0,Open Play,38.0,Left Foot,93.0,Normal,,"[{'location': [97.4, 49.5], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.6, 36.5], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.7, 42.1], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 42.0], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.9, 48.3], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.6, 45.8], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.6, 53.5], 'player': {'id': 11673, 'name': 'Alejandro Gallar Falguera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.1, 52.3], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.4, 43.3], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 36.8], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.8, 44.3], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.5, 30.3], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.2, 36.8], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.7, 20.6], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.3, 46.4], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.2, 47.3], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",101.0,Wayward,"[118.8, 36.1]",False,1819
178,1598,38,3,5213.0,Gerard Piqué Bernabéu,"[118.5, 34.7]",87.0,Open Play,37.0,Head,93.0,Normal,,"[{'location': [119.1, 35.8], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.8, 38.6], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 55.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.9, 48.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.7, 36.2], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.0, 21.3], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.9, 30.0], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.3, 44.4], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 48.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 50.6], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.9, 53.0], 'player': {'id': 11673, 'name': 'Alejandro Gallar Falguera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.5, 50.1], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 46.8], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.5, 41.3], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 41.7], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.5, 47.8], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",96.0,Blocked,"[119.0, 35.8]",True,1819
179,1607,38,7,5213.0,Gerard Piqué Bernabéu,"[116.9, 32.5]",87.0,Open Play,40.0,Right Foot,93.0,Normal,,"[{'location': [116.3, 32.6], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 30.9], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 35.0], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.5, 37.6], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 47.5], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.1, 44.2], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 48.2], 'player': {'id': 11673, 'name': 'Alejandro Gallar Falguera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.1, 37.3], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 35.3], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.5, 36.3], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.1, 29.4], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.2, 36.3], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.0, 20.4], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.2, 32.1], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [94.7, 48.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.3, 50.9], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",100.0,Saved,"[118.4, 35.4, 0.7]",True,1819
180,1650,38,51,5246.0,Luis Alberto Suárez Díaz,"[114.3, 35.3]",87.0,Open Play,40.0,Right Foot,93.0,Normal,True,"[{'location': [102.9, 17.6], 'player': {'id': 11673, 'name': 'Alejandro Gallar Falguera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.8, 23.9], 'player': {'id': 11674, 'name': 'Damián Marcelo Musto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.8, 32.3], 'player': {'id': 11669, 'name': 'Gonzalo Julián Melero Manzanares'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.5, 48.9], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.7, 36.9], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 34.8], 'player': {'id': 11677, 'name': 'Jorge Pulido Mayoral'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 36.8], 'player': {'id': 9747, 'name': 'Axel Werner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.2, 22.6], 'player': {'id': 11676, 'name': 'Jorge Miramón Santagertrudis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.7, 42.1], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.6, 18.4], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.5, 32.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.2, 27.0], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.3, 57.9], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 33.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.3, 21.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",97.0,Goal,"[120.0, 37.3, 0.6]",False,1819
